distancias aproximadas,achao,algarrobo,alto del carmen,alto hospicio,ancud,andacollo,angol,antofagasta,antuco,arauco,arica,baquedano,buin,bulnes,cabildo,cabrero,calama,calbuco,caldera,calera de tango,calle larga,cameron,camina,canela baja,canete,carahue,cartagena,casablanca,castro,catemu,cauquenes,cerro castillo,cerro sombrero,chaiten,chanco,chanaral,chepica,chiguayante,chile chico,chillan,chillan viejo,chimbarongo,cholchol,chonchi,cobquecura,cochrane,codegua,coelemu,coihueco,coinco,colbun,colchane,colina,collipulli,coltauco,combarbala,concepcion,concon,constitucion,contulmo,copiapo,coquimbo,coronel,corral,coyhaique,cumpeo,cunco,curacautin,curacavi,curaco de velez,curanilahue,curanipe,curarrehue,curepto,curico,cuya,dalcahue,diego de almagro,donihue,el carmen,el monte,el quisco,el tabo,empedrado,entre lagos,ercilla,florida,freire,freirina,fresia,frutillar,futaleufu,futrono,galvarino,gorbea,graneros,hijuelas,hualane,hualpen,hualqui,huara,huasco,huepil,illapel,iquique,isla de maipo,la calera,la cruz,la estrella,la higuera,la laja,la ligua,la serena,la union,lago ranco,lago verde,lampa,lanco,las cabras,lautaro,lebu,licanten,limache,linares,litueche,llaillay,llanquihue,lolol,loncoche,longavi,lonquimay,los alamos,los andes,los angeles,los lagos,los muermos,los sauces,los vilos,lota,lumaco,machali,mafil,malloa,marchigue,maria elena,maria pinto,maule,maullin,mejillones,melinka,melipilla,mellipeuco,molina,monte patria,mulchen,nacimiento,nancagua,navidad,negrete,ninhue,nogales,nueva imperial,nueva tolten,nipas,olivar alto,ollague,olmue,osorno,ovalle,padre hurtado,padre las casas,paihuano,paillaco,paine,palena,palmilla,panguipulli,panquehue,papudo,paredones,parral,pelarco,pemuco,pencahue,penco,penaflor,peralillo,perquenco,petorca,peumo,pica,pichidegua,pichilemu,pinto,pirque,pitrufquen,placilla,portezuelo,porvenir,pozo almonte,puaucho,puchuncavi,pucon,puelo,puente alto,puerto aysen,puerto cisnes,puerto ingeniero ibanez,puerto montt,puerto natales,puerto octay,puerto saavedra,puerto varas,puerto williams,pumanque,punitaqui,punta arenas,punta delgada,puqueldon,puren,purranque,putaendo,putre,queilen,quellon,quemchi,quilaco,quilleco,quillon,quillota,quilpue,quinta de tilcoco,quintero,quirihue,ralco,rancagua,rauco,renaico,rengo,requinoa,retiro,rinconada,rio bueno,rio negro osorno,rio negro palena,rio verde,rocas de santo domingo,romeral,sagrada familia,salamanca,samo alto,san antonio,san bernardo,san carlos,san clemente,san esteban,san fabian de alico,san felipe,san fernando,san francisco de mostazal,san gregorio de niquen,san ignacio,san javier,san jose de la mariquina,san jose de maipo,san nicolas,san pablo,san pedro,san pedro de atacama,san pedro de la paz,san rafael,san rosendo,san vicente de tagua tagua,santa barbara,santa cruz,santa juana,santa maria,santiago,talagante,talca,talcahuano,taltal,temuco,teno,teodoro schmidt,tierra amarilla,tiltil,tirua,tocopilla,tome,tortel,traiguen,treguaco,valdivia,vallenar,valparaiso,vichuquen,victoria,vicuna,vilcun,villa alegre,villa alemana,villa alhue,villa o'higgins,villa tehuelches,villarrica,vina del mar,visviri,yerbas buenas,yumbel,yungay,zapallar
achao,0.000000,1247.095893,1907.664382,2990.851094,88.735700,1672.931839,657.838253,2571.970427,751.920831,826.440939,3262.847328,2622.806044,1172.236450,781.971437,1373.770493,748.200017,2771.174580,171.911565,2073.209753,1188.521569,1277.658719,2381.415568,3147.434800,1495.993544,730.682725,578.695889,1224.258457,1277.888753,37.386646,1300.715533,920.493731,2353.123446,2265.196142,1014.500974,964.039325,2171.097703,1053.693672,804.030555,1368.261712,803.715770,802.657955,1052.639244,556.954755,59.693831,896.743695,1548.874582,1140.387480,855.543541,831.292113,1119.674647,934.608361,3191.551597,1234.122643,626.845586,1116.056489,1555.283554,797.623610,1332.217918,1012.157825,698.250134,2007.522570,1662.827953,785.705160,409.107327,1241.011031,999.780222,556.364238,618.026653,1246.558628,10.322816,778.415319,967.197232,549.687468,1027.893059,1020.269842,3169.139693,20.211264,2155.635424,1125.580088,795.641883,1195.871699,1244.953639,1236.263327,999.537006,325.765271,612.740660,818.769635,500.466225,1887.927471,241.295020,217.213862,863.497663,374.513482,581.419018,482.430477,1130.215751,1310.269494,1026.383024,810.347553,817.637828,3030.941303,1907.855199,741.756165,1484.739614,2984.791268,1180.231050,1317.025313,1323.697526,1132.783832,1732.797134,735.175916,1353.976454,1674.128208,319.579943,358.390229,1048.417515,1232.076439,428.297102,1119.144687,562.783868,783.958739,1049.790242,1310.537872,907.685707,1150.930963,1289.081914,199.898568,1101.538141,447.053976,888.628587,683.821794,758.209414,1280.631543,692.279729,367.434376,185.757608,656.316650,1426.162918,792.826478,648.736866,1127.076860,397.171170,1090.964190,1108.221155,2752.494803,1229.205111,941.496632,153.861703,2632.681528,211.046181,1203.004838,588.469724,1003.699411,1638.260324,663.281473,695.076497,1066.378766,1184.365734,694.105844,840.169829,1318.562772,556.415625,476.002661,819.180600,1114.911999,2962.077997,1302.314945,282.080796,1607.003705,1200.722719,524.894770,1759.435593,340.934656,1163.613842,909.113824,1079.209737,423.332750,1300.073970,1371.315351,1130.992599,865.368730,975.524616,780.315391,969.543530,809.986568,1204.084021,1091.275809,571.288129,1406.022007,1102.199331,2990.850296,1116.470590,1160.156972,827.324168,1191.897465,496.608464,1079.436017,829.621397,2353.869329,2999.585923,314.899529,1345.232326,514.057400,266.852313,1197.098621,1285.208462,1142.131609,1401.432386,180.814614,2312.025421,241.424175,553.778822,192.316087,2903.783571,1118.806628,1624.385867,2356.324567,2193.417582,73.488349,681.806268,242.485028,1304.713105,3403.599557,102.537566,124.733940,71.731444,687.927166,727.960284,795.169869,1330.831534,1316.559011,1105.601867,1354.523589,863.316379,735.051645,1121.215313,1030.328886,672.397326,1091.917179,1104.514735,876.299379,1277.310280,312.203728,259.319677,285.772973,2374.317505,1207.282183,1025.311969,1018.214756,1516.527895,1643.562879,1214.236536,1189.083193,829.292528,970.343008,1287.000258,870.349445,1291.107059,1066.301742,1142.766170,849.178652,809.098754,936.918058,411.997169,1221.488608,818.542290,300.370039,1173.048586,2861.010299,797.978214,968.433296,737.502045,1090.866174,691.445937,1070.785299,746.559532,1296.489687,1205.878636,1189.891293,953.699655,812.755215,2308.662699,529.228853,1031.222201,501.897552,2008.529907,1263.312349,654.711137,2755.345915,826.743804,1673.622019,623.519292,864.966593,386.780573,1866.318774,1315.841539,1065.318458,591.939176,1734.528439,562.074481,926.662144,1315.017895,1177.594776,1779.204346,2352.549125,488.065112,1324.682622,3530.727575,919.174068,750.817023,758.587930,1368.671841
algarrobo,1247.095893,0.000000,703.805744,1786.992456,1163.240862,469.073202,610.396263,1368.111789,580.980116,611.407115,2058.988690,1418.947406,131.780251,468.150529,169.918265,505.318503,1567.315942,1120.837235,869.351115,113.818397,177.095298,3069.994739,1943.576162,292.134907,675.735474,774.925138,23.887875,37.153781,1239.528352,137.310781,394.003507,3041.702616,2953.775313,1703.080145,437.549101,967.239065,187.188275,551.884689,2056.840883,444.492268,447.526359,194.456649,733.211310,1261.835536,475.213828,2237.453752,149.206239,474.151122,473.514427,185.305988,348.889935,1987.692959,133.559222,621.176568,166.215161,351.424916,540.967922,83.536283,326.710483,677.757328,803.663932,458.969315,569.656453,909.040089,1929.590201,276.916722,778.543160,713.482500,59.444180,1236.773077,634.949383,440.707007,862.832608,278.448750,233.788802,1965.281055,1226.884629,951.776786,179.400548,485.613536,87.659327,2.142254,10.832566,397.218319,1014.344441,634.364726,509.628039,746.750762,684.068833,1061.174638,1030.894304,1552.076833,939.954033,708.243850,764.581790,152.391202,111.562770,281.823841,555.600495,565.491962,1827.082665,703.996562,527.628486,280.880976,1780.932630,106.188791,106.235192,99.562978,127.435904,528.938496,552.687961,150.124225,470.269570,942.919090,985.878797,1736.996686,133.871345,825.366218,127.951206,692.805846,682.741009,256.551567,77.535930,347.819834,108.970313,130.471474,1048.069068,203.903970,800.041917,358.735069,778.703449,656.991685,180.068122,553.750291,880.734418,1105.439667,635.823844,222.310690,577.792655,658.918212,168.556280,852.217306,168.630655,156.007520,1548.636165,82.670065,311.525911,1140.044451,1428.822890,1413.187886,67.775415,810.648647,251.339797,434.401686,587.918808,584.732324,184.599773,99.041765,581.962620,470.186648,114.704134,752.644874,816.807563,491.811777,172.030218,1758.219359,89.242499,973.089839,403.145067,112.841433,725.520596,555.576955,910.129654,139.881318,1597.692995,166.776637,871.867356,146.458578,147.216823,223.428677,385.038431,303.901654,489.802166,312.017696,533.698687,111.347193,171.222783,679.161866,202.169779,144.896562,1786.991659,138.424457,168.392579,469.546481,135.614624,750.487430,197.015289,476.035290,3042.448500,1795.727286,1005.908572,115.026152,827.202541,1139.583062,135.734033,1973.787632,1830.710780,2090.011557,1073.664801,3000.604592,1018.377306,805.366546,1056.993319,3592.362742,186.456238,420.527230,3044.903737,2881.996753,1275.630055,661.313462,1007.305467,173.343954,2199.740919,1304.679272,1326.875645,1219.477647,593.527588,558.830851,486.028273,92.428971,67.877375,174.693181,105.841953,441.786511,637.865544,161.386724,222.832860,589.149841,181.046312,179.023268,370.831836,176.746859,940.596381,1000.438510,1178.623160,3062.896676,39.813711,235.078680,253.875958,312.669257,439.704241,33.100421,119.587335,419.597221,314.707742,186.436838,460.654139,159.737908,180.794151,139.891486,397.953973,474.331569,316.335500,842.841748,158.208631,448.559109,946.730395,74.047307,1657.151661,547.351323,278.661836,554.492563,156.229719,590.008817,171.038430,592.032000,168.377753,106.113732,96.733406,298.066349,546.585539,1104.804061,731.168434,221.126856,791.295703,804.671269,122.373978,742.835691,1551.487278,512.342277,2362.201190,670.457388,464.728070,888.812567,662.460136,67.159904,241.023351,656.901452,530.669801,735.033893,326.077001,66.336259,129.871468,2467.783517,3041.128296,801.210253,76.000986,2326.868938,341.482340,522.574945,510.732480,136.833948
alto del carmen,1907.664382,703.805744,0.000000,1167.939014,1823.809350,293.972159,1270.964751,749.058347,1241.548605,1271.975604,1439.935248,799.893965,737.107449,1128.719018,580.557271,1165.886992,948.262501,1781.405724,250.297673,728.553967,665.196518,3730.563228,1324.522720,443.370091,1336.303963,1435.493626,717.180350,675.625176,1900.096840,625.428206,1054.577104,3702.271105,3614.343801,2363.648633,1098.122699,348.185623,878.497821,1212.453177,2717.409371,1105.060757,1108.094848,855.033057,1393.779798,1922.404025,1135.787425,2898.022241,773.339595,1134.724719,1134.082916,812.850499,1009.459184,1368.639518,693.078422,1281.745056,822.356577,413.496929,1201.536411,641.401488,1060.831531,1338.325817,184.610490,246.457922,1230.224942,1569.608578,2590.158690,937.485971,1439.111649,1374.050989,705.928752,1897.341566,1295.517871,1101.280605,1523.401097,999.326968,894.365210,1346.227613,1887.453118,332.723345,809.171190,1146.182024,751.030392,705.947998,714.638310,1057.791916,1674.912930,1294.933214,1170.196528,1407.319250,70.338143,1721.743127,1691.462793,2212.645322,1600.522522,1368.812338,1425.150278,776.524558,599.680195,959.777716,1216.168984,1226.060450,1208.029224,90.265871,1188.196975,510.774896,1161.879189,746.978678,594.347894,601.020108,814.579282,180.583228,1213.256450,560.763231,236.758952,1603.487579,1646.447285,2397.565174,690.867402,1485.934707,815.094584,1353.374334,1343.309498,978.361943,628.109026,1008.389084,796.113691,618.588899,1708.637557,891.047349,1460.610406,1019.304319,1439.271937,1317.560173,662.223694,1214.318779,1541.302906,1766.008156,1296.392333,484.267912,1238.361143,1319.486701,792.689636,1512.785794,826.261717,843.150898,929.582724,729.154637,972.102320,1800.612939,809.769448,2073.756375,733.330688,1471.217135,911.909046,357.006781,1248.487296,1245.300812,865.812727,786.185143,1242.531109,1130.755136,589.101610,1413.213362,1477.376051,1152.380266,796.163574,1139.165918,635.190002,1633.658327,324.222502,725.444137,1386.089084,322.066337,1570.698143,745.205733,2258.261484,853.920015,1532.435845,634.576003,567.600033,910.572056,1045.606920,964.470903,1150.370655,972.594104,1194.267175,736.420640,858.366161,1339.730355,612.808784,851.896952,1167.938217,825.567835,855.535957,1130.114970,736.548379,1411.055918,857.591697,1136.603779,3703.016988,1176.673844,1666.477060,600.199924,1487.771029,1800.151551,731.347224,2634.356121,2491.279268,2750.580045,1734.233290,3661.173080,1678.945795,1465.935035,1717.561807,4252.931230,873.599616,353.488564,3705.472226,3542.565241,1936.198543,1321.881951,1667.873956,661.461379,1580.687478,1965.247760,1987.444134,1880.046136,1254.096076,1219.399340,1146.596761,608.154115,644.328535,824.377543,618.404628,1102.360109,1298.434032,785.520080,900.786735,1249.718330,818.428705,803.156625,1031.401085,657.339693,1601.164870,1661.006999,1839.191648,3723.465165,726.957089,895.647930,914.452366,540.957742,329.234943,724.857568,721.248909,1080.165710,975.276992,663.261838,1121.222627,647.855333,841.370559,764.024842,1058.522461,1134.900058,976.909097,1503.410237,753.821821,1109.127597,1607.298884,761.190686,1038.098219,1207.919811,939.231086,1215.061052,841.882046,1250.577306,858.181809,1252.600489,656.495178,703.861966,744.253521,958.642757,1207.154028,485.750619,1391.736923,881.703264,1451.864192,185.617828,663.385644,1403.404180,932.433836,1172.915874,3022.769678,1331.025877,1125.301668,1549.381055,41.345608,658.980011,928.166730,1317.469941,297.159183,1395.602382,986.650598,640.503497,817.014846,3128.352005,3701.696785,1461.778742,650.138928,1707.815496,1002.051589,1183.143434,1171.300968,577.982908
alto hospicio,2990.851094,1786.992456,1167.939014,0.000000,2906.996062,1377.158871,2354.151463,421.144206,2324.735317,2355.162316,299.103598,422.509330,1820.294161,2211.905730,1663.743983,2249.073703,373.203672,2864.592436,917.641341,1811.740679,1748.383230,4813.749939,183.691070,1526.556803,2419.490675,2518.680338,1800.367061,1758.811888,2983.283552,1708.614918,2137.763816,4785.457817,4697.530513,3446.835345,2181.309411,819.753391,1961.684533,2295.639889,3800.596083,2188.247469,2191.281560,1938.219769,2476.966510,3005.590737,2218.974137,3981.208953,1856.526307,2217.911431,2217.269628,1896.037211,2092.645896,227.807868,1776.265134,2364.931768,1905.543289,1496.683641,2284.723123,1724.588200,2144.018243,2421.512529,993.259876,1329.644634,2313.411654,2652.795290,3673.345402,2020.672683,2522.298361,2457.237700,1789.115464,2980.528278,2378.704583,2184.467317,2606.587809,2082.513680,1977.551922,205.395963,2970.639830,866.061195,1892.357902,2229.368736,1834.217103,1789.134710,1797.825022,2140.978628,2758.099642,2378.119926,2253.383240,2490.505962,1153.512884,2804.929839,2774.649504,3295.832034,2683.709234,2451.999050,2508.336990,1859.711270,1682.866907,2042.964428,2299.355696,2309.247162,67.197574,1173.440612,2271.383687,1593.961608,6.059826,1830.165390,1677.534606,1684.206820,1897.765994,1263.769940,2296.443162,1643.949943,1319.945664,2686.674290,2729.633997,3480.751886,1774.054114,2569.121419,1898.281296,2436.561046,2426.496210,2061.548655,1711.295738,2091.575796,1879.300403,1701.775611,2791.824269,1974.234061,2543.797118,2102.491031,2522.458649,2400.746885,1745.410406,2297.505491,2624.489618,2849.194868,2379.579045,1567.454624,2321.547855,2402.673413,1875.876348,2595.972506,1909.448429,1926.337610,313.308370,1812.341349,2055.289032,2883.799651,367.148104,3156.943087,1816.517400,2554.403847,1995.095758,1440.193493,2331.674008,2328.487524,1948.999439,1869.371855,2325.717821,2213.941848,1672.288322,2496.400074,2560.562763,2235.566978,1879.350286,288.595935,1718.376714,2716.845039,1407.409214,1808.630849,2469.275796,1405.253049,2653.884855,1828.392445,3341.448196,1937.106727,2615.622557,1717.762715,1650.786745,1993.758768,2128.793632,2047.657615,2233.557367,2055.780816,2277.453887,1819.607352,1941.552873,2422.917067,1695.995496,1935.083664,107.506283,1908.754547,1938.722669,2213.301682,1819.735091,2494.242630,1940.778409,2219.790491,4786.203700,45.729451,2749.663772,1683.386636,2570.957741,2883.338263,1814.533936,3717.542833,3574.465980,3833.766757,2817.420002,4744.359792,2762.132507,2549.121747,2800.748519,5336.117942,1956.786328,1436.675276,4788.658938,4625.751953,3019.385255,2405.068663,2751.060668,1744.648091,439.855828,3048.434472,3070.630846,2963.232848,2337.282788,2302.586052,2229.783473,1691.340827,1727.515247,1907.564255,1701.591340,2185.546820,2381.620744,1868.706792,1983.973447,2332.905042,1901.615417,1886.343337,2114.587797,1740.526405,2684.351582,2744.193711,2922.378360,4806.651877,1810.143801,1978.834642,1997.639078,1624.144454,1412.421655,1808.044280,1804.435621,2163.352422,2058.463704,1746.448550,2204.409339,1731.042045,1924.557271,1847.211554,2141.709173,2218.086770,2060.095809,2586.596949,1837.008533,2192.314309,2690.485596,1844.377398,474.222114,2291.106523,2022.417798,2298.247764,1925.068758,2333.764018,1941.368521,2335.787201,1739.681889,1787.048678,1827.440233,2041.829469,2290.340740,728.735668,2474.923635,1964.889976,2535.050904,1007.933386,1746.572356,2486.590892,235.505178,2256.102586,4105.956390,2414.212589,2208.488380,2632.567767,1131.916158,1742.166723,2011.353442,2400.656653,1380.345895,2478.789094,2069.837310,1723.690209,1900.201558,4211.538717,4784.883497,2544.965454,1733.325640,566.983846,2085.238301,2266.330146,2254.487680,1661.169620
ancud,88.735700,1163.240862,1823.809350,2906.996062,0.000000,1589.076808,573.983222,2488.115395,668.065800,742.585908,3178.992296,2538.951013,1088.381419,698.116405,1289.915462,664.344985,2687.319549,88.056534,1989.354721,1104.666538,1193.803688,2297.560537,3063.579768,1412.138513,646.827694,494.840857,1140.403426,1194.033721,81.168158,1216.860501,836.638699,2269.268414,2181.341110,930.645943,880.184294,2087.242671,969.838640,720.175523,1284.406681,719.860739,718.802924,968.784213,473.099724,103.475342,812.888664,1465.019550,1056.532449,771.688510,747.437082,1035.819616,850.753330,3107.696566,1150.267612,542.990554,1032.201457,1471.428523,713.768579,1248.362887,928.302793,614.395102,1923.667538,1578.972921,701.850128,325.252296,1157.155999,915.925190,472.509206,534.171622,1162.703597,78.412884,694.560288,883.342200,465.832436,944.038028,936.414810,3085.284661,68.524436,2071.780393,1041.725056,711.786852,1112.016668,1161.098608,1152.408296,915.681974,241.910239,528.885628,734.914604,416.611193,1804.072439,157.439988,133.358831,779.642631,290.658451,497.563987,398.575445,1046.360719,1226.414463,942.527992,726.492522,733.782796,2947.086271,1824.000168,657.901134,1400.884583,2900.936237,1096.376019,1233.170281,1239.842495,1048.928800,1648.942102,651.320885,1270.121422,1590.273177,235.724911,274.535198,964.562484,1148.221408,344.442071,1035.289656,478.928837,700.103708,965.935211,1226.682841,823.830675,1067.075931,1205.226883,116.043537,1017.683109,363.198945,804.773556,599.966763,674.354383,1196.776512,608.424698,283.579345,101.902576,572.461619,1342.307887,708.971447,564.881835,1043.221829,313.316139,1007.109158,1024.366123,2668.639772,1145.350079,857.641600,70.006672,2548.826496,254.827693,1119.149806,504.614693,919.844379,1554.405293,579.426442,611.221465,982.523734,1100.510703,610.250813,756.314797,1234.707741,472.560593,392.147629,735.325569,1031.056967,2878.222966,1218.459913,198.225765,1523.148673,1116.867687,441.039738,1675.580562,257.079625,1079.758810,825.258793,995.354706,339.477719,1216.218939,1287.460320,1047.137567,781.513698,891.669585,696.460360,885.688499,726.131537,1120.228989,1007.420778,487.433097,1322.166976,1018.344299,2906.995265,1032.615559,1076.301941,743.469136,1108.042434,412.753432,995.580986,745.766365,2270.014298,2915.730892,231.044498,1261.377295,430.202369,182.997281,1113.243589,1201.353430,1058.276578,1317.577354,96.959583,2228.170390,157.569143,469.923790,108.461055,2819.928539,1034.951596,1540.530836,2272.469535,2109.562551,117.269861,597.951236,158.629997,1220.858074,3319.744526,146.319078,168.515452,61.117453,604.072135,644.105253,711.314837,1246.976502,1232.703980,1021.746835,1270.668557,779.461347,651.196614,1037.360281,946.473855,588.542294,1008.062148,1020.659704,792.444348,1193.455249,228.348696,175.464646,201.917941,2290.462474,1123.427151,941.456938,934.359725,1432.672863,1559.707848,1130.381504,1105.228161,745.437497,886.487977,1203.145227,786.494414,1207.252028,982.446711,1058.911139,765.323620,725.243723,853.063027,328.142138,1137.633576,734.687258,216.515007,1089.193554,2777.155267,714.123182,884.578265,653.647014,1007.011142,607.590905,986.930268,662.704501,1212.634655,1122.023604,1106.036262,869.844623,728.900183,2224.807667,445.373822,947.367169,418.042521,1924.674876,1179.457318,570.856106,2671.490884,742.888773,1589.766988,539.664260,781.111562,302.925542,1782.463743,1231.986508,981.463427,508.084144,1650.673407,478.219449,842.807112,1231.162863,1093.739745,1695.349314,2268.694094,404.210081,1240.827590,3446.872544,835.319037,666.961991,674.732899,1284.816809
andacollo,1672.931839,469.073202,293.972159,1377.158871,1589.076808,0.000000,1036.232209,958.278204,1006.816062,1037.243061,1649.155104,1009.113821,502.374906,893.986475,345.824728,931.154449,1157.482357,1546.673181,459.517529,493.821425,430.463976,3495.830685,1533.742576,208.637548,1101.571420,1200.761084,482.447807,440.892634,1665.364298,390.695663,819.844561,3467.538562,3379.611259,2128.916091,863.390156,557.405479,643.765279,977.720635,2482.676829,870.328214,873.362306,620.300515,1159.047256,1687.671482,901.054882,2663.289698,538.607053,899.992176,899.350373,578.117956,774.726642,1577.859374,458.345879,1047.012514,587.624034,155.202562,966.803868,406.668946,826.098989,1103.593274,393.830346,53.326245,995.492399,1334.876036,2355.426147,702.753429,1204.379106,1139.318446,471.196209,1662.609023,1060.785329,866.548062,1288.668555,764.594425,659.632667,1555.447469,1652.720575,541.943201,574.438648,911.449482,516.297849,471.215456,479.905767,823.059374,1440.180388,1060.200672,935.463985,1172.586708,274.235248,1487.010584,1456.730250,1977.912779,1365.789979,1134.079796,1190.417736,541.792016,364.947652,725.045173,981.436441,991.327908,1417.249080,294.162976,953.464432,237.366961,1371.099045,512.246136,359.615352,366.287565,579.846740,119.104910,978.523907,326.030688,60.423557,1368.755036,1411.714743,2162.832632,456.134859,1251.202164,580.362042,1118.641792,1108.576955,743.629401,393.376484,773.656541,561.381148,383.856356,1473.905014,656.314806,1225.877863,784.571776,1204.539395,1082.827631,427.491151,979.586237,1306.570364,1531.275613,1061.659790,249.535369,1003.628601,1084.754158,557.957093,1278.053252,591.529175,608.418355,1138.802580,494.422095,737.369777,1565.880397,1018.989304,1839.023832,498.598145,1236.484593,677.176503,98.712413,1013.754754,1010.568270,631.080185,551.452601,1007.798566,896.022594,354.369067,1178.480820,1242.643509,917.647723,561.431031,1348.385774,400.457459,1398.925785,65.928135,490.711594,1151.356542,145.730941,1335.965600,510.473191,2023.528941,619.187473,1297.703302,399.843461,332.867490,675.839513,810.874377,729.738360,915.638112,737.861562,959.534633,501.688097,623.633619,1104.997812,378.076242,617.164410,1377.158073,590.835292,620.803414,895.382427,501.815837,1176.323376,622.859154,901.871236,3468.284446,1385.893700,1431.744518,365.467381,1253.038487,1565.419008,496.614681,2399.623578,2256.546726,2515.847503,1499.500747,3426.440538,1444.213253,1231.202492,1482.829265,4018.198688,638.867074,95.194197,3470.739683,3307.832699,1701.466001,1087.149408,1433.141413,426.728836,1789.907334,1730.515218,1752.711591,1645.313593,1019.363534,984.666797,911.864219,373.421573,409.595992,589.645000,383.672086,867.627566,1063.701490,550.787537,666.054193,1014.985787,583.696162,568.424082,796.668543,422.607151,1366.432327,1426.274456,1604.459106,3488.732622,492.224546,660.915387,679.719824,267.549807,35.262785,490.125025,486.516366,845.433167,740.544449,428.529296,886.490085,413.122790,606.638017,529.292300,823.789919,900.167515,742.176555,1268.677694,519.089279,874.395055,1372.566341,526.458143,1247.318075,973.187269,704.498543,980.328509,607.149504,1015.844763,623.449266,1017.867946,421.762635,469.129423,509.520978,723.910214,972.421485,694.970475,1157.004380,646.970722,1217.131649,394.837684,428.653102,1168.671637,1141.653692,938.183332,2788.037136,1096.293334,890.569125,1314.648513,252.626551,424.247468,693.434187,1082.737398,120.823787,1160.869839,751.918056,405.770954,582.282304,2893.619463,3466.964242,1227.046199,415.406386,1917.035352,767.319047,948.410891,936.568426,343.250366
angol,657.838253,610.396263,1270.964751,2354.151463,573.983222,1036.232209,0.000000,1935.270796,125.620340,175.290035,2626.147697,1986.106413,535.536820,145.267998,737.070863,111.500386,2134.474949,531.579595,1436.510122,551.821939,640.959088,2480.737099,2510.735169,859.293914,106.481005,161.886449,587.558826,641.189122,650.270711,664.015902,283.794100,2452.444976,2364.517672,1113.822505,327.339695,1534.398072,416.994041,152.879650,1467.583242,167.012332,165.954517,415.939613,118.628214,672.577896,270.512300,1648.196112,503.687850,204.392637,194.588675,482.975017,297.908730,2554.851967,597.423012,30.992667,479.356858,918.583923,146.472706,695.518288,375.458194,74.048414,1370.822939,1026.128322,134.554255,319.782449,1340.332561,363.080591,189.285520,124.224860,609.858997,647.515437,154.213600,330.497601,273.574968,391.193429,383.570211,2532.440062,637.626989,1518.935794,488.880457,158.938445,559.172068,608.254009,599.563697,362.837375,425.086801,45.107086,182.066197,157.493122,1251.227840,471.916998,441.636664,962.819193,350.696393,93.660754,175.324149,493.516120,673.569864,389.683393,159.196649,166.486923,2394.241672,1271.155569,115.455674,848.039983,2348.091637,543.531420,680.325682,686.997896,496.084201,1096.097503,88.594567,717.276823,1037.428578,353.661450,396.621156,1147.739045,595.376809,236.108578,482.445057,103.548205,159.757019,413.090612,673.838241,270.986076,514.231332,652.382283,458.811428,464.838510,210.784277,251.928956,189.445808,134.007695,643.931913,62.203404,291.476777,516.182027,32.114930,789.463287,141.675574,55.209298,490.377229,262.959665,454.264559,471.521524,2115.795172,592.505480,304.797001,550.786810,1995.981897,823.930246,566.305207,221.391006,366.999780,1001.560693,68.386292,43.925592,429.679135,547.666104,42.954940,203.470198,681.863141,138.748759,227.549922,182.477161,478.212368,2325.378366,665.615314,383.832198,970.304074,564.023088,136.262955,1122.735962,320.872014,526.914211,1008.435355,442.510106,282.609716,663.374339,734.615721,494.292968,228.669099,338.824985,143.611953,332.843899,158.835664,567.384390,454.576179,89.904226,769.322377,465.499700,2354.150666,479.770960,523.457341,190.620729,555.197834,161.229789,442.736387,192.921766,2453.190860,2362.886293,416.650931,708.532696,237.944900,550.325422,560.398990,1384.529992,1241.453139,1500.753916,484.407161,2411.346951,429.119666,192.327857,467.735678,3003.105101,482.106997,987.686237,2455.646097,2292.739112,686.372414,57.604548,418.047827,668.013475,2766.899926,715.421631,737.618005,630.220007,93.031985,101.659793,158.466430,694.131903,679.859380,468.902236,717.823958,237.084984,150.094491,484.515682,393.629256,21.246421,455.217548,467.815104,239.599748,640.610649,351.338741,411.180870,589.365519,2473.639036,570.582552,388.612339,381.515125,879.828264,1006.863248,577.536905,552.383562,192.589090,333.643378,650.300628,233.646007,654.407428,429.602112,506.066540,212.475213,172.395316,300.218428,253.584108,584.788977,181.842659,357.472755,536.348955,2224.310668,146.827309,331.733666,90.920696,454.166543,102.237764,434.085669,95.408628,659.790056,569.179005,553.191663,317.000024,161.604310,1671.963068,141.910794,394.522570,202.038063,1371.830277,626.612718,138.719543,2118.646285,175.592900,1772.943549,66.748474,213.815689,299.554927,1229.619143,679.141908,428.618827,67.643812,1097.828808,145.776253,289.962513,678.318264,540.895145,1878.525876,2451.870656,211.952613,687.982991,2894.027945,282.474437,114.117392,132.287439,731.972210
